blended_score,business_type,company_name,differentiation_indicator,evidence,evidence_urls,fit_confidence,homepage_used,is_construction_or_installation,is_fit_for_nivo,is_generic_distributor,is_hospitality_or_property_company,is_service_heavy,is_subsidiary_or_group_company,niche_indicator,operating_model,orgnr,pages_fetched_count,reason_summary,red_flags,repeat_purchase_indicator,scalable_business_indicator,stage1_total_score,tavily_used
35.05,service_company,PostNord Sverige AB,low,Homepage: logistics and postal services|About: focus on sustainability in e-commerce|Products: offers stamps and packaging for online shopping,https://www.postnord.se|https://www.postnord.se/om-oss/hallbarhet/klimatledarskap/minskade-utslapp-fran-e-handel/svanen/|https://www.postnord.se/handla-online/,0.25,https://www.postnord.se,False,False,False,False,True,False,low,unknown,5560094170,3,"The evidence primarily describes a logistics and postal service company with a focus on sustainability and e-commerce, lacking clear product differentiation or a strong brand ownership model. The services offered are generic and do not indicate a strong fit for Nivo's investment criteria.",,medium,medium,82.0,False
28.2,service_company,Instalco AB,low,"Homepage: offers installation services in electrical, plumbing, and ventilation sectors|About: started in 2014 through acquisitions of installation companies|Services: provides technical solutions primarily in construction and installation",https://instalco.se/|https://instalco.se/om-instalco/historia/|https://instalco.se/tjanster/,0.2,https://instalco.se,True,False,False,False,True,True,low,installer,5562512644,3,"The company primarily operates as an installer in the construction sector, focusing on electrical, plumbing, and ventilation services. This service-heavy model lacks identifiable products or strong differentiation, making it less suitable for Nivo's investment criteria.",Service-heavy business model|Focus on installation services,low,low,66.0,False
29.8,unknown,Bonnier AB,low,"Homepage: family-owned group with diverse operations|About: includes media and real estate, lacks product focus|Contact: customer service for various brands, indicating a conglomerate structure",https://www.bonnier.com|https://www.bonnier.com/om-oss/om-oss/|https://www.bonnier.com/kontakt/kundtjanster/,0.2,https://www.bonnier.com,False,False,False,False,False,True,low,unknown,5567049201,3,"The company operates as a group with a focus on media, real estate, and investments, lacking specific product-led differentiation or identifiable brands. The evidence suggests a conglomerate structure rather than a product-focused business.","Parent/group branding|Focus on media and real estate, not product-led",low,low,70.0,False
31.8,unknown,Lantmännen ekonomisk förening,low,"Homepage: agricultural cooperative with 17,000 farmers|About: operates in multiple sectors including bioenergy and food production",https://www.lantmannen.se|https://www.lantmannen.se/om-lantmannen/|https://www.lantmannen.se/karriar/lediga-tjanster/,0.2,https://www.lantmannen.se,False,False,False,False,False,False,low,unknown,5565796028,3,"The company is a large agricultural cooperative with a broad focus on farming, bioenergy, and food production, but lacks specific product differentiation or identifiable brands. The information is generic and does not indicate a clear product-led model suitable for Nivo.",Generic cooperative model|Broad focus without specific products,low,low,75.0,False
37.0,unknown,Axfood AB,low,Homepage: leading grocery company in Sweden|About: offers a range of private label brands like Garant and Eldorado|Products: focus on sustainability and customer value,https://www.axfood.se|https://www.axfood.se/om-axfood/egna-varor/vara-varumarken/|https://www.axfood.se/om-axfood/egna-varor/produktinfo-tvatt-och-rengoring/,0.2,https://www.axfood.se,False,False,False,False,False,True,low,unknown,5560228918,3,"The company operates as a group of brands in the grocery sector, which may indicate a lack of focus on a single differentiated product. The evidence suggests a strong emphasis on sustainability and customer value, but the overall business model appears to be generic and heavily reliant on established brands rather than innovative or unique offerings.",Parent/group branding|Generic grocery retail model,medium,medium,88.0,False
30.6,service_company,Scandic Hotels Aktiebolag,low,"TAVILY_SNIPPET: largest Nordic hotel operator with 280 hotels and 58,000 rooms|TAVILY_SNIPPET: Scandic Go is part of growth strategy|TAVILY_SNIPPET: Scandic Friends loyalty program",https://www.scandichotelsgroup.com/our-company/organisation-and-management/|https://www.scandichotelsgroup.com/our-company/|https://www.scandichotelsgroup.com/|https://www.scandichotels.com/en/about/scandic-hotels|https://www.scandichotelsgroup.com/sv/vart-foretag/organisation-och-ledning/,0.2,https://www.scandichotelsgroup.com/our-company/organisation-and-management,False,False,False,True,True,True,low,unknown,5562991009,3,"The company operates as a large hotel chain, which typically does not fit the product-led business model favored by Nivo. The evidence primarily describes its operations in hospitality, lacking identifiable product differentiation or a scalable product offering.",Clear hospitality operator|Parent/group branding,medium,medium,72.0,True
29.8,service_company,Bravida Sverige AB,low,"Homepage: offers technical solutions for buildings and infrastructure|About: history as a construction and installation company|Products: focuses on installation services for electrical, plumbing, and ventilation systems",https://www.bravida.se|https://www.bravida.se/om-bravida/bravidas-historia/|https://www.bravida.se/vart-erbjudande/,0.2,https://www.bravida.se,True,False,False,False,True,True,low,installer,5561974188,3,"The company primarily operates as an installation service provider for technical solutions in buildings and infrastructure, which does not align with Nivo's focus on product-led businesses. The evidence suggests a service-heavy model with limited differentiation and repeat purchase potential.",Service-heavy business model|Installation-focused services|Parent/group branding,low,low,70.0,False
35.5,unknown,Ahlsell Sverige AB,medium,Homepage: Offers a wide range of products for professionals|Brands page: Collaborates with leading suppliers and offers various brands,https://www.ahlsell.se|https://www.ahlsell.se/varumarken/|https://www.ahlsell.se/butiker/,0.3,https://www.ahlsell.se,False,False,True,False,False,False,low,distributor,5560129206,3,"The company operates primarily as a distributor of various brands and products for professional customers, which suggests a focus on distribution rather than product ownership or manufacturing. While they have a broad product range, the evidence indicates a generic distribution model with no clear differentiation or proprietary products.",Generic distributor model|Focus on professional customer service without unique products,high,medium,82.0,False
33.0,service_company,Securitas AB,low,Homepage: global provider of security services|About: leading the industry’s digital transformation since 1934|Services: offers a range of security solutions including guarding and technology,https://www.securitas.com|https://www.securitas.com/en/about-us/|https://www.securitas.com/en/security-services/,0.2,https://www.securitas.com,False,False,False,False,True,False,low,consultancy,5563027241,3,"Securitas AB primarily operates as a service company providing security services, which are generally less aligned with product-led business models. The focus on consultancy and service delivery, along with the lack of identifiable products or brands, leads to a low confidence in fit for Nivo.",Service-heavy business model|Focus on consultancy and security services without product offerings,low,medium,78.0,False
32.2,unknown,Beijer Byggmaterial Aktiebolag,low,Homepage: wide range of building materials and tools|About: largest owned building materials chain in Sweden with 113 stores,https://www.beijerbygg.se/privat|https://www.beijerbygg.se/foretag|https://www.beijerbygg.se/OrderItemDisplayView?catalogId=10551&storeId=10201&langId=46&krypto=ZA2eySkVHepdC5niTKNZ0sQrAawynhaiQ7j%2BvEbI%2F984xABeWQ4YWTJkZNc6YJF64j1ZAYxzcQwtPB4If2nuYe8HiqoD2JlQ8K%2FVoImyOAja44I%2FoUiy8g3MnQkEG1hcsa7SfjgvO1Z62qIuR3QSRNJA9uJKahMDpNEqV5xTHlMynnH5Vfws8H8tf669LEWr2BONPmTaB01EqimeYxlfpueX1tbF%2BbPbBGOzqYHOqfo%3D&ddkey=https%3AOrderCalculate,0.2,https://www.beijerbygg.se/privat,True,False,True,False,False,False,low,unknown,5560125220,3,"The company operates as a building materials retailer with a wide range of products, but it primarily functions as a distributor rather than a manufacturer or brand owner. The evidence suggests a generic distribution model with no clear differentiation or unique product offerings.",Generic distributor model|Focus on installation and construction materials,medium,medium,76.0,False
37.8,service_company,Skanska AB,low,Homepage: focuses on project development and construction services|About: mentions various construction projects and services offered,https://www.skanska.se|https://www.skanska.se/vart-erbjudande/vara-projekt/,0.2,https://www.skanska.se,True,False,False,False,True,True,low,installer,5560001438,2,"The evidence indicates that Skanska is primarily a construction and installation company, which does not align with Nivo's focus on product-led businesses. The content is heavily focused on project development and construction services, lacking identifiable products or brands.",parent/group branding|appears to be installation-only,low,low,90.0,False
35.8,service_company,NCC AB,low,Homepage: focuses on construction and infrastructure projects|About: operates as a construction company with various large-scale projects|Products: no identifiable products or brands mentioned,https://www.ncc.se|https://www.ncc.se/media/nyheter/ncc-tecknar-hyresavtal-med-academic-work-i-habitat-goteborg/|https://www.ncc.se/vart-erbjudande/,0.2,https://www.ncc.se,True,False,False,False,True,True,low,installer,5560067517,3,"The company primarily operates in the construction sector, focusing on building infrastructure and facilities, which does not align with Nivo's investment criteria. There is a lack of identifiable products or brands, and the business model appears heavily service-oriented with a focus on installation and construction.",parent/group branding|service-heavy model,low,low,85.0,False
33.8,service_company,Peab AB,low,Homepage: focuses on construction and installation services|About: mentions being a local company with large resources|Products: offers various construction-related services and materials,https://peab.se/|https://peab.se/erbjudande/,0.2,https://peab.se,True,False,False,False,True,True,low,installer,5560347328,2,"The company primarily operates in construction and installation services, which does not align with Nivo's focus on product-led businesses. The evidence suggests a service-heavy model with limited differentiation and no identifiable products or repeat purchase indicators.",clear installation and construction focus|parent/group branding,low,low,80.0,False
29.8,service_company,McDonald's Sverige AB,low,Homepage: offers various food items and delivery services|About: McDonald's is a global brand with a significant presence in Sweden|Homepage: mentions sustainability initiatives and customer engagement through an app,https://www.mcdonalds.com/se/sv-se.html|https://www.mcdonalds.com/se/sv-se/om-oss.html|https://www.mcdonalds.com/se/sv-se/kundservice.html,0.2,https://www.mcdonalds.com/se/sv-se.html,False,False,False,True,True,True,low,unknown,5562404566,3,"The company operates as a restaurant chain, which is typically classified as hospitality rather than a product-led business. The evidence primarily describes services and offerings rather than identifiable products or a differentiated business model.",Parent/group branding present|Primarily service-oriented business model,high,medium,70.0,False
34.6,service_company,ISS Facility Services AB,low,"TAVILY_SNIPPET: offers services such as food and drinks, cleaning, facility management, office, and property services|TAVILY_SNIPPET: established in 1990 as a subsidiary",https://largestcompanies.com/company/ISS-Facility-Services-AB-2636|https://www.bloomberg.com/profile/company/7277681Z:SS|https://rocketreach.co/iss-facility-services-sweden-profile_b5cdb6e0f42e0b75|https://largestcompanies.com/Account/Login?returnUrl=%2Fcompany%2FISS-Facility-Services-AB-2636|https://largestcompanies.com/our-services,0.2,https://largestcompanies.com/company/ISS-Facility-Services-AB-2636,False,False,False,False,True,True,low,unknown,5560178917,3,"The company primarily offers facility management and cleaning services, which are service-heavy and do not indicate a product-led model. It is a subsidiary of a larger group, further reducing its fit for Nivo.",Subsidiary company to ISS Facility Services Holding AB|Service-heavy business model with no identifiable products,low,low,82.0,True
29.0,service_company,Adecco Sweden AB,low,"Homepage: staffing and recruitment services|About: 30+ years in the industry, 200,000+ candidates",https://www.adecco.com/sv-se|https://www.adecco.com/sv-se/foretag|https://www.adecco.com/sv-se/jobbsokande/livsmedelsproduktion,0.2,https://www.adecco.com/sv-se,False,False,False,False,True,False,low,consultancy,5560993286,3,"The company primarily operates as a staffing and recruitment service, which is service-heavy and lacks identifiable products or a scalable business model. The evidence suggests a focus on consultancy rather than product-led differentiation.",Service-heavy business model with no identifiable products or brands,low,low,68.0,False
31.8,service_company,Coor Service Management AB,low,Homepage: facility management services|About: 40% market share in IFM segment|Services: over 100 service areas offered,https://www.coor.com|https://www.coor.com/about-us/|https://www.coor.com/our-services/,0.2,https://www.coor.com,False,False,False,True,True,True,low,unknown,5560885559,3,"Coor Service Management AB primarily operates in facility management, which is service-heavy and lacks identifiable product differentiation. The company appears to be a subsidiary within a larger group, focusing on integrated facility management services rather than product-led offerings. This limits its fit for Nivo's investment criteria.",Parent/group branding|Service-heavy business model,low,medium,75.0,False
27.8,service_company,Foodora AB,low,Homepage: food delivery service in Stockholm|Homepage: partnerships with various restaurants and cafes,https://www.foodora.se,0.2,https://www.foodora.se,False,False,False,True,True,False,low,unknown,5591155720,1,"The website primarily describes a food delivery service, which falls under hospitality rather than a product-led business model. There is no evidence of identifiable products or a differentiated offering that aligns with Nivo's investment criteria.",hospitality or property company,low,medium,65.0,False
30.6,service_company,Academic Work Sweden AB,low,Homepage: staffing and recruitment services|About: expertise in matching talents with employers|Products: flexible staffing solutions,https://www.academicwork.se|https://www.academicwork.se/foretag|https://www.academicwork.se/foretag/tjanster/bemanning,0.2,https://www.academicwork.se,False,False,False,False,True,False,low,consultancy,5565669668,3,"The company primarily operates as a staffing and recruitment agency, which is considered service-heavy and does not align with product-led business models. The evidence suggests a focus on consultancy rather than identifiable products or brands.",Service-heavy business model|Primarily a recruitment agency,low,medium,72.0,False
